accountNumber,merchantId,mcc,merchantCountry,posEntryMode,transactionAmount,availableCash,fraud,DayOfWeek,HourOfDay
61,13694,5735,840,81,2.74,3500,1,6,13
61,13694,5735,840,81,2.7,3500,1,6,13
61,13694,5735,840,81,2.57,3500,1,6,13
61,13694,5735,840,81,2.67,3500,1,6,13
61,13694,5735,840,81,0.74,3500,1,6,13
61,13694,5735,840,81,5.42,3500,1,6,13
61,13694,5735,840,81,2.65,3500,1,6,13
61,13694,5735,840,81,2.74,3500,1,6,13
61,13694,5735,840,81,2.74,3500,1,6,13
61,3563,3381,250,81,62.93,3500,1,6,12
61,11944,7311,840,81,0.55,3500,1,6,12
61,13332,7311,372,81,66.07,3500,1,6,13
61,23977,5734,840,81,6.3,3500,1,6,13
61,5313,5722,840,1,3.31,3500,1,6,13
61,12305,5965,250,81,299.85,3500,1,6,13
174,9701,5973,840,81,3.11,4500,1,0,4
174,21809,5733,840,1,3.04,4500,1,0,4
174,17126,4812,826,81,1.36,4500,1,0,6
174,10983,4814,826,81,4.0,4500,1,0,7
174,10983,4814,826,81,26.0,4500,1,0,8
280,21076,5977,840,90,1085.19,500,1,5,1
280,21076,5977,840,90,311.17,500,1,5,1
504,29786,5967,826,81,39.93,1500,1,4,10
504,14815,5967,196,81,24.76,1500,1,4,10
6,8403,5968,840,81,0.64,12500,1,2,8
6,13296,4722,826,81,2.0,12500,1,3,12
6,13296,4722,826,81,2095.79,12500,1,3,12
6,19284,3245,826,81,211.07,12500,1,3,13
539,32325,6011,826,5,251.0,15500,1,5,5
214,16454,5999,442,81,33.0,7500,1,5,7
290,31868,5699,36,81,158.07,1500,1,0,5
290,19860,5941,840,81,87.59,1500,1,0,5
632,16518,5964,826,1,2.0,1500,1,0,15
632,10311,5999,442,81,0.63,1500,1,0,16
632,10311,5999,442,81,0.58,1500,1,0,16
632,10311,5999,442,81,0.67,1500,1,0,16
444,21704,4814,826,1,29.0,8500,1,3,0
444,11763,4814,826,81,21.0,8500,1,3,4
444,15736,7278,826,81,120.0,7500,1,3,2
338,32811,4812,826,1,31.0,3500,1,1,15
338,1663,5814,826,1,2.0,3500,1,1,16
338,1663,5814,826,1,0.0,3500,1,1,16
338,19191,5940,840,1,3.17,3500,1,1,16
338,21704,4814,826,1,21.0,3500,1,1,16
338,1569,4814,528,81,21.82,3500,1,1,21
114,5192,7372,528,81,331.81,8500,1,6,14
114,32924,5621,826,1,371.63,8500,1,6,14
114,6646,8398,372,81,0.84,7500,1,6,14
114,32924,5621,826,1,405.4,8500,1,6,13
114,19191,5713,840,1,4.55,8500,1,6,13
13,1899,7372,196,81,29.67,1500,1,4,20
534,11642,3389,380,1,35.93,2500,1,0,20
114,6646,8398,372,81,0.74,8500,1,0,20
494,12499,3245,826,81,33.74,3500,1,2,18
373,20991,5734,442,81,0.0,1500,1,3,9
373,9452,4814,826,1,0.0,1500,1,3,9
373,31871,4112,826,1,0.0,1500,1,3,9
373,15288,5999,840,1,3.48,1500,1,3,9
373,531,5967,826,81,21.0,1500,1,3,9
336,5449,5735,442,81,37.49,4500,1,1,6
75,27685,5331,840,1,3.86,10500,1,1,13
75,29303,5511,826,1,457.0,10500,1,1,14
49,8541,3562,826,1,72.0,5500,1,1,14
336,5449,5735,442,81,13.97,4500,1,1,15
336,5449,5735,442,81,13.87,4500,1,1,18
546,10547,6011,826,5,251.0,500,1,5,1
336,5449,5735,442,81,22.01,4500,1,5,3
105,17580,4722,826,81,246.2,7500,1,5,5
743,21729,4722,826,81,2.0,8500,1,5,4
743,21729,4722,826,81,0.0,7500,1,5,4
743,21729,4722,826,81,9.0,7500,1,5,4
743,18408,3026,826,81,2879.55,7500,1,5,4
336,5449,5735,442,81,14.02,4500,1,4,23
74,28961,7512,724,1,31.1,8500,1,0,14
712,25822,5999,840,1,3.37,1500,1,2,5
712,5338,5734,442,81,0.0,1500,1,2,4
712,30298,5734,372,81,800.0,1500,1,2,4
593,8431,5411,826,81,0.01,12500,1,2,20
336,5449,5735,442,81,35.02,4500,1,2,23
336,5449,5735,442,81,13.98,4500,1,2,23
593,8431,5411,826,81,175.57,12500,1,3,5
336,5449,5735,442,81,16.51,4500,1,3,17
593,20690,3615,826,81,139.0,12500,1,3,19
593,20690,3615,826,81,141.0,12500,1,3,21
593,9433,5999,826,81,454.92,12500,1,3,21
712,19229,4814,826,1,1.0,1500,1,3,21
593,10311,5999,442,81,0.57,12500,1,3,22
593,16454,5641,442,81,77.0,12500,1,3,23
593,16454,5641,442,81,75.0,12500,1,3,23
593,20690,3615,826,81,73.0,12500,1,3,23
593,24246,5411,826,81,281.94,12500,1,1,11
335,21966,7399,826,81,2.0,500,1,5,0
335,21966,7399,826,81,2.0,500,1,5,0
335,21966,7399,826,81,2.0,500,1,5,0
95,26711,5967,756,81,1.98,1500,1,5,0
95,22566,5967,840,81,0.0,1500,1,5,0
336,5449,5735,442,81,37.52,4500,1,5,14
336,5449,5735,442,81,34.95,4500,1,5,21
336,5449,5735,442,81,35.0,4500,1,6,6
336,5449,5735,442,81,13.99,4500,1,6,6
336,5449,5735,442,81,14.04,4500,1,6,6
336,5449,5735,442,81,35.02,4500,1,4,20
336,5449,5735,442,81,35.14,4500,1,1,7
594,21704,4814,826,1,11.0,10500,1,4,22
226,13974,8999,826,81,27.97,13500,1,0,3
226,13974,8999,826,81,426.93,13500,1,0,3
226,13974,8999,826,81,374.99,13500,1,0,3
226,13974,8999,826,81,105.07,13500,1,0,3
336,5449,5735,442,81,70.0,4500,1,0,5
336,5449,5735,442,81,34.95,4500,1,0,5
226,13974,8999,826,81,27.88,13500,1,0,21
694,8476,4722,724,81,615.41,5500,1,0,23
694,6998,4722,724,81,615.38,5500,1,0,23
694,4766,5999,840,1,3.88,5500,1,0,23
694,8476,4722,724,81,615.42,5500,1,0,23
694,6998,4722,724,81,615.46,5500,1,0,23
346,13370,8999,196,81,47.0,500,1,2,9
13,1899,7372,196,81,29.73,1500,1,2,17
127,13172,5983,826,5,43.12,7500,1,1,15
336,5449,5735,442,81,34.99,4500,1,1,22
336,5449,5735,442,81,35.03,4500,1,1,22
336,5449,5735,442,81,35.03,4500,1,1,22
336,5449,5735,442,81,34.97,4500,1,5,6
336,5449,5735,442,81,69.94,4500,1,5,6
336,5449,5735,442,81,6.93,4500,1,5,15
438,9532,7841,826,81,3.48,10500,1,5,20
438,8431,5411,826,81,0.02,10500,1,6,9
438,8431,5411,826,81,313.0,10500,1,6,14
438,8431,5411,826,81,313.0,10500,1,6,15
214,16454,5999,442,81,23.49,8500,1,6,17
438,8431,5411,826,81,311.0,10500,1,6,17
13,24292,5968,826,1,0.89,500,1,2,16
369,3056,5969,356,81,13.28,8500,1,2,23
369,14518,5977,840,81,3.0,8500,1,2,23
369,13073,5699,356,81,34.51,8500,1,3,0
369,30404,5992,792,81,16.21,8500,1,3,0
369,27273,7372,840,81,145.48,8500,1,3,0
369,14166,5734,752,81,16.36,8500,1,3,0
369,20866,4812,826,81,49.16,8500,1,3,1
369,11859,5734,442,81,30.31,8500,1,3,1
369,16828,7372,442,81,30.34,8500,1,3,0
369,20230,5969,840,81,46.36,8500,1,3,0
369,2511,5969,840,81,70.04,8500,1,3,0
369,14837,5699,840,81,39.39,9500,1,3,0
369,25552,5945,840,81,4.01,9500,1,3,0
369,30589,5045,208,81,112.09,8500,1,3,0
369,11859,5734,442,81,30.32,8500,1,3,0
369,16828,7372,442,81,30.33,8500,1,3,1
369,11859,5734,442,81,30.39,8500,1,3,1
369,28095,5399,840,81,38.97,8500,1,3,1
369,16828,7372,442,81,30.43,9500,1,3,1
369,26600,7372,840,81,230.81,9500,1,3,1
369,14837,5699,840,81,69.9,9500,1,3,2
369,14518,5977,840,81,6.08,8500,1,3,2
369,14518,5977,840,81,6.15,8500,1,3,1
369,14518,5977,840,81,5.99,8500,1,3,1
369,14518,5977,840,81,6.03,9500,1,3,1
369,14518,5977,840,81,6.08,9500,1,3,1
369,14518,5977,840,81,6.13,8500,1,3,1
369,14518,5977,840,81,6.07,8500,1,3,1
369,14518,5977,840,81,6.1,8500,1,3,1
369,14518,5977,840,81,6.01,9500,1,3,1
369,27089,5968,840,1,64.13,8500,1,3,1
369,14518,5977,840,81,6.07,9500,1,3,1
369,14518,5977,840,81,5.98,9500,1,3,1
369,14518,5977,840,81,6.08,9500,1,3,2
369,14518,5977,840,81,6.04,8500,1,3,1
369,14518,5977,840,81,6.06,8500,1,3,1
369,14518,5977,840,81,12.1,9500,1,3,2
369,14518,5977,840,81,6.09,8500,1,3,1
369,14518,5977,840,81,6.11,8500,1,3,1
369,14518,5977,840,81,3.0,8500,1,3,1
369,28338,5999,840,1,5.56,8500,1,3,1
722,25097,5999,840,1,1.66,1500,1,3,8
336,5449,5735,442,81,16.4,4500,1,3,11
336,5449,5735,442,81,34.96,4500,1,1,11
336,5449,5735,442,81,69.95,4500,1,1,11
336,5449,5735,442,81,34.95,4500,1,1,11
600,14664,5999,840,1,0.96,8500,1,5,17
600,21729,4722,826,81,0.0,7500,1,5,17
600,21729,4722,826,81,2.0,7500,1,5,17
600,21729,4722,826,81,21.0,7500,1,5,17
600,23704,4722,826,81,2.0,8500,1,5,16
600,23704,4722,826,81,1060.45,8500,1,5,16
380,21039,4829,826,81,82.46,2500,1,6,12
380,21039,4829,826,81,82.42,2500,1,6,13
604,11265,6211,196,81,2499.0,7500,1,6,16
214,29419,5946,826,81,69.99,8500,1,6,20
336,5449,5735,442,81,74.98,4500,1,4,16
336,5449,5735,442,81,34.94,4500,1,4,17
336,5449,5735,442,81,35.0,4500,1,4,16
336,5449,5735,442,81,69.98,4500,1,4,19
459,28286,4112,826,1,0.0,7500,1,0,13
459,27089,5968,840,1,4.8,8500,1,0,13
336,5449,5735,442,81,35.0,4500,1,2,14
336,5449,5735,442,81,69.93,4500,1,2,13
336,5449,5735,442,81,70.04,4500,1,2,20
336,5449,5735,442,81,69.95,4500,1,2,20
336,5449,5735,442,81,70.06,4500,1,5,13
336,5449,5735,442,81,70.0,4500,1,5,12
302,11469,7277,528,81,20.57,7500,1,6,7
235,8654,9399,826,81,2433.67,7500,1,6,12
235,8654,9399,826,81,2332.25,7500,1,6,13
604,11265,6211,196,81,4999.0,7500,1,4,6
604,11265,6211,196,81,999.0,7500,1,4,12
13,24292,5968,826,1,27.41,1500,1,0,7
255,5440,9402,826,1,13.76,8500,1,2,5
255,7758,5999,840,1,2.15,8500,1,2,5
255,26300,7995,826,81,29.0,7500,1,2,5
255,26300,7995,826,81,51.0,7500,1,2,6
336,5449,5735,442,81,70.05,4500,1,2,6
214,16454,5941,442,81,19.01,8500,1,2,19
214,16454,5732,442,81,7.42,8500,1,1,4
722,12554,5977,840,1,1.33,1500,1,5,22
722,9079,7273,826,81,29.95,1500,1,5,22
214,23070,5999,442,81,17.0,8500,1,5,22
336,5449,5735,442,81,37.98,4500,1,4,2
13,24292,5968,826,1,27.6,500,1,4,15
41,30325,5942,124,81,0.01,2500,1,4,17
13,24292,5968,826,1,0.35,1500,1,0,8
336,5449,5735,442,81,36.86,4500,1,2,12
336,5449,5735,442,81,35.0,4500,1,3,9
13,1899,7372,196,81,29.79,500,1,3,16
497,4786,7995,826,81,101.0,1500,1,1,8
13,17640,7372,840,81,27.82,1500,1,4,13
497,21876,7995,470,81,99.0,1500,1,4,22
497,21876,7995,470,81,99.0,1500,1,0,1
497,21876,7995,470,81,101.0,1500,1,0,1
497,21876,7995,470,81,49.0,1500,1,0,1
13,17640,7372,840,81,0.31,500,1,0,21
348,7051,5964,392,81,362.58,1500,1,2,18
348,7051,5964,392,81,362.54,1500,1,2,18
13,4780,7372,840,81,29.75,1500,1,1,2
336,5449,5735,442,81,2.5,4500,1,1,23
336,5449,5735,442,81,2.64,4500,1,1,23
336,5449,5735,442,81,2.49,4500,1,1,23
336,5449,5735,442,81,2.44,4500,1,5,0
13,1581,5734,840,81,0.33,500,1,1,23
362,27089,5968,840,1,4.78,7500,1,5,19
13,1581,5734,840,1,0.22,1500,1,6,4
13,1581,5734,840,1,0.3,500,1,6,20
13,10817,7372,840,81,27.56,1500,1,0,0
13,1899,7372,196,81,0.33,500,1,0,9
13,10817,7372,840,81,0.31,500,1,2,7
187,28747,3246,826,81,170.7,3500,1,1,8
187,17613,7311,372,81,19.13,3500,1,1,8
187,33065,5968,840,81,54.11,3500,1,1,8
187,16762,4812,840,81,69.9,3500,1,1,8
187,3591,5946,840,81,254.21,3500,1,1,8
187,19312,4816,372,81,0.59,3500,1,1,8
187,30325,5942,124,81,0.11,3500,1,1,8
187,29529,4816,840,81,241.14,3500,1,1,8
187,3591,5946,840,81,254.14,3500,1,1,8
187,3591,5946,840,81,254.17,3500,1,1,9
187,10688,5611,826,81,196.0,3500,1,1,8
187,29960,7372,196,81,39.69,3500,1,1,8
187,14862,5941,840,81,150.45,3500,1,1,8
187,13354,5732,826,81,343.71,3500,1,1,8
187,3487,5969,840,81,58.01,3500,1,1,8
187,29500,5691,840,81,220.62,3500,1,1,8
187,3487,5969,840,81,367.52,3500,1,1,8
187,18202,5311,156,81,49.86,3500,1,1,8
187,5986,4812,840,1,445.49,3500,1,1,8
187,14170,5732,840,81,363.16,3500,1,1,8
187,30325,5942,124,81,-0.03,3500,1,1,8
187,3591,5732,840,81,43.51,3500,1,1,8
187,15834,5968,840,1,23.33,3500,1,1,8
187,15834,5968,840,1,13.7,3500,1,1,8
187,15161,5734,124,81,1.19,3500,1,1,8
187,1610,5661,840,81,62.53,3500,1,1,8
187,10222,5735,442,81,1.54,3500,1,1,7
187,12534,5968,840,81,4.85,3500,1,1,7
187,12534,5968,840,81,3.62,3500,1,1,7
187,15834,5968,840,1,4.17,3500,1,1,7
187,12534,5968,840,81,4.9,3500,1,1,8
187,12534,5968,840,81,3.7,3500,1,1,9
187,20252,5947,840,81,49.76,3500,1,1,9
187,3591,5611,840,81,38.45,3500,1,1,9
187,17595,5945,840,81,60.19,3500,1,1,9
187,27432,5699,840,81,82.47,3500,1,1,9
187,14170,5732,840,81,334.28,3500,1,1,8
187,17613,7311,372,81,19.11,3500,1,1,8
187,20875,7994,840,81,60.19,3500,1,1,8
187,9438,7994,826,81,60.21,3500,1,1,7
187,13354,5732,826,81,343.7,3500,1,1,8
187,12534,5968,840,81,5.46,3500,1,1,8
187,12534,5968,840,81,2.36,3500,1,1,8
187,19716,5399,36,81,78.32,3500,1,1,7
187,13535,8699,840,81,60.21,3500,1,1,7
187,32439,7273,826,81,60.16,3500,1,1,7
187,6147,5967,616,81,0.61,3500,1,1,8
187,30325,5942,124,81,-0.12,3500,1,1,8
187,15949,7311,372,81,120.34,3500,1,1,8
187,57,5691,724,81,255.04,3500,1,1,9
187,13219,7372,840,81,0.32,3500,1,1,9
187,19494,5111,840,81,69.25,3500,1,1,9
187,30325,5942,124,81,-0.03,3500,1,1,11
187,15161,5734,124,81,1.25,3500,1,1,10
13,22739,7399,840,1,29.83,1500,1,1,11
187,12586,7832,372,81,4.99,3500,1,1,11
187,30325,5942,124,81,0.09,3500,1,1,11
187,30325,5942,124,81,0.02,3500,1,1,11
187,15161,5734,124,81,1.26,3500,1,1,11
187,12708,5651,724,81,322.45,3500,1,1,14
336,5449,5735,442,81,2.45,4500,1,5,10
13,1899,7372,196,81,0.3,1500,1,5,18
36,10311,5999,442,81,0.57,8500,1,6,19
36,2384,5046,826,1,3197.0,8500,1,6,22
13,1581,5734,840,1,0.36,500,1,4,3
160,21455,4816,826,81,49.91,14500,1,4,12
13,9648,5969,826,1,27.6,500,1,0,11
13,22739,7399,840,1,29.94,1500,1,1,11
336,5449,5735,442,81,2.45,4500,1,5,14
417,21667,5499,826,1,62.66,2500,1,4,15
417,20121,5946,840,1,5.46,2500,1,4,14
417,17374,5732,372,81,318.0,2500,1,4,15
417,17374,5732,372,81,320.0,2500,1,4,16
13,9648,5969,826,1,27.61,500,1,0,10
13,7703,7379,840,81,29.51,500,1,1,21
737,26720,5399,826,81,187.48,3500,1,5,21
737,21704,4814,826,1,21.0,3500,1,5,21
336,5449,5735,442,81,2.59,4500,1,5,23
405,13359,7994,250,81,27.99,8500,1,6,3
501,5707,7273,840,81,1.27,500,1,6,8
13,23436,4784,826,81,11.0,500,1,4,21
232,5398,5999,840,81,1.84,8500,1,3,19
232,11777,5941,840,81,487.48,8500,1,3,19
384,8081,6300,826,1,99.45,7500,1,5,15
574,9135,5977,826,81,51.4,1500,1,4,5
332,20985,5967,826,81,0.0,500,1,0,15
332,20985,5967,826,81,88.0,500,1,0,16
574,11156,7399,826,81,25.66,2500,1,2,8
267,470,5812,826,81,32.49,4500,1,2,8
501,24520,7273,840,81,21.02,500,1,2,8
122,27363,5499,826,5,1.35,4500,1,1,2
122,32811,4812,826,1,14.0,4500,1,1,2
122,27363,5499,826,5,1.47,4500,1,1,2
122,27363,5499,826,5,1.49,4500,1,1,2
122,27363,5499,826,5,1.52,4500,1,1,2
142,1543,5719,840,1,4.95,13500,1,5,11
267,14315,5661,826,81,193.0,4500,1,5,11
142,1829,5651,372,81,93.46,13500,1,5,10
288,16454,5732,442,81,77.94,1500,1,4,13
267,8053,4121,826,1,41.74,4500,1,4,20
267,10524,9399,826,1,191.0,4500,1,0,9
74,7265,7399,826,81,2.0,8500,1,0,12
267,470,5812,826,81,35.15,4500,1,0,15
267,470,5812,826,81,35.1,4500,1,0,15
267,21149,4131,826,81,18.0,4500,1,0,19
666,2417,4814,826,1,1.0,7500,1,2,5
666,2417,4814,826,1,1.03,7500,1,2,5
666,20603,5941,826,81,374.0,7500,1,2,16
685,26738,4814,826,81,2.0,4500,1,3,9
685,21950,5967,826,81,40.04,4500,1,3,12
196,5489,5411,826,81,61.88,4500,1,6,23
755,11722,5967,372,81,59.98,2500,1,2,11
755,25147,5967,826,81,37.73,2500,1,2,11
755,25147,5967,826,81,37.82,2500,1,2,11
256,24010,5977,840,1,3.41,8500,1,1,7
412,23436,4784,826,1,9.0,5500,1,1,12
412,3740,6300,826,1,190.85,5500,1,1,12
412,23007,9222,826,1,211.0,5500,1,1,13
412,23007,9222,826,1,209.0,5500,1,1,14
183,29317,7273,826,81,14.9,6500,1,6,20
183,2899,5947,840,81,54.22,6500,1,0,5
196,23139,5411,826,81,3.0,4500,1,2,20
690,31671,5967,442,81,93.93,500,1,3,12
690,450,5999,840,81,0.57,500,1,3,12
690,31671,5967,442,81,93.98,500,1,3,11
690,31671,5967,442,81,66.07,500,1,3,11
408,24350,5964,156,81,9.52,7500,1,1,22
106,15754,7995,826,81,99.0,500,1,5,10
106,15754,7995,826,81,99.0,500,1,5,10
106,15754,7995,826,81,101.0,500,1,5,9
106,7877,7995,826,81,49.0,500,1,5,10
106,25704,7995,292,1,99.0,500,1,5,11
106,25704,7995,292,1,99.0,500,1,5,12
106,25704,7995,292,1,101.0,500,1,5,11
210,18288,6300,826,1,21.05,8500,1,5,21
210,7672,4899,826,1,201.8,7500,1,6,2
286,7307,5967,196,81,1.27,500,1,6,6
286,10557,5967,196,81,22.02,500,1,6,6
286,10557,5967,196,81,1.25,500,1,6,6
286,10557,5967,196,81,1.22,500,1,6,6
210,12641,4816,826,1,153.91,8500,1,4,21
210,12641,4816,826,1,153.89,7500,1,4,21
74,7265,7399,826,81,2.93,7500,1,0,15
654,2631,6011,608,90,136.63,1500,1,3,23
654,2631,6011,608,90,136.61,1500,1,3,23
654,12268,6011,608,90,136.56,1500,1,1,4
131,16089,5722,826,81,9.96,9500,1,1,14
131,30161,5192,826,81,2.0,9500,1,5,17
131,30161,5192,826,81,2.0,9500,1,5,16
131,32804,5651,826,81,294.86,9500,1,6,10
131,14264,5998,840,1,2.48,9500,1,6,9
120,4462,5969,442,81,0.0,12500,1,4,14
547,26820,7299,826,1,199.0,500,1,0,14
547,17926,5046,840,81,0.48,500,1,0,15
244,24134,6011,826,5,249.0,1500,1,3,20
663,29173,5621,840,1,4.11,1500,1,1,22
663,4764,4814,826,1,28.0,1500,1,5,1
40,10311,5999,442,81,0.65,4500,1,4,20
40,16843,5331,840,1,0.94,4500,1,4,20
183,29317,7273,826,81,19.95,6500,1,0,1
231,27085,5542,826,5,0.0,7500,1,6,13
231,3875,5734,840,81,0.56,7500,1,0,6
399,32662,5311,840,90,384.06,14500,1,3,9
541,31593,5734,840,81,3.72,8500,1,1,22
65,26796,5411,840,90,301.09,2500,1,6,8
65,26796,5411,840,90,305.0,2500,1,6,7
216,8651,9399,826,1,9.0,10500,1,4,20
216,29867,4121,826,81,2.0,10500,1,4,21
216,12580,5969,826,1,48.0,10500,1,4,21
216,15659,5681,840,1,0.83,10500,1,4,21
216,29867,4121,826,1,125.0,10500,1,4,22
216,29867,4121,826,1,128.58,10500,1,4,22
216,29867,4121,826,1,130.74,10500,1,4,22
216,29867,4121,826,1,12.47,10500,1,4,23
216,29867,4121,826,1,122.21,10500,1,4,23
216,29867,4121,826,1,122.25,10500,1,0,0
216,29867,4121,826,1,122.22,10500,1,0,0
216,29867,4121,826,1,122.32,10500,1,0,0
216,29867,4121,826,1,127.72,10500,1,0,0
216,29867,4121,826,1,128.25,10500,1,4,23
216,29867,4121,826,1,128.3,10500,1,4,23
216,29867,4121,826,1,110.45,10500,1,4,23
216,29867,4121,826,1,128.25,10500,1,4,23
522,27415,5065,826,81,0.52,2500,1,1,14
50,27101,7372,840,81,17.21,1500,1,1,17
50,31079,4722,826,81,71.91,1500,1,1,17
50,26120,3013,380,81,532.0,1500,1,1,17
50,33013,3014,826,1,1658.2,1500,1,1,17
50,30287,3136,752,81,330.29,1500,1,1,18
231,3875,5734,840,81,117.99,7500,1,0,14
212,28942,6300,380,81,206.66,1500,1,0,22
212,1605,6300,826,1,123.25,1500,1,0,23
212,6130,4812,826,1,19.0,1500,1,2,0
615,3139,6011,840,90,120.76,2500,1,3,1
